Event_ID,Mean_Loss,Exposure,SD_C,SD_I
313,31118.4925858762,136500.2077421089,24867.87922553477,2756.659457541225
250,53965.87799402085,331291.3810254416,10292.967903547806,145.69932460584866
1420,79146.32117130613,923599.3756369706,337.59995597425984,1142.1471599344402
1411,69576.8631877278,144990.18655403305,57329.80102929303,3791.8962581154374
1745,142591.27157828317,643107.3780675236,1041.9708347041192,507.78181651452735
1054,25396.192661950558,38094.28899292584,11477.241791378394,10482.762552189793
1211,11557.95086572746,17336.926298591192,2914.708448938797,5655.142783372232
1080,40026.892217386514,534718.3730653613,4975.493332006925,2985.6021975312633
1232,5868.456577079735,537437.329261686,10382.72464487674,20799.46076213995
388,17043.6740282935,583420.8888397163,5735.654955461574,3430.8487004004824
459,11652.627639558408,997366.3158191459,2884.1041620454557,17452.30784332716
502,25255.74114019678,47046.37732146245,4071.3578322646576,6444.789615202535
1696,5895.084478648666,98979.74820865883,4178.638309669497,10756.30478908531
594,1617.985901551015,877704.6645792051,32021.1469343612,40741.320235927466
563,53471.222124709886,80206.83318706483,16025.269280127728,571.0061858026253
237,47112.35747987696,429909.4212921659,6135.022839647138,10405.14503238974
1306,61611.57329247825,283503.0661065477,2229.1972679149235,28905.747753186944
1354,53997.3448406228,80996.0172609342,16660.935070405383,13300.04141445655
1774,6068.549046297357,125940.58584609424,1710.0479946150867,4862.504722857167
596,17200.55079344783,275529.3475561763,2363.075897399626,7604.524470948521
559,6935.904438268092,717341.7978996342,4557.274475442638,17103.97076520683
287,92566.6852975851,461033.3285231164,21231.693861955937,33220.247158370534
1127,68699.25269362316,364707.0129161308,1413.1782105613013,629.0012686279491
749,11252.70644768301,256966.60157265753,1303.7545538544107,1113.4006570409385
386,20875.055590389835,133048.75719288152,6811.691806895577,5896.783834446753
1261,169982.41749789577,254973.62624684366,3235.310931371364,3974.719134369861
1236,45089.735176210685,197275.47147781274,8410.161621433057,4616.86127759395
209,80761.63280417297,121142.44920625945,6008.172275563251,3751.3633444303264
431,15366.425961512214,88897.42358171557,5708.571723154279,3269.076488225964
1297,11789.466166678902,212431.96366468893,1187.5309781243968,2099.6929191730133
1950,76604.61782799265,203371.95381805432,1520.4420529485744,40761.08708307081
818,57897.809100884864,86846.7136513273,17208.085496713757,2335.5939551679194
770,57124.74955833469,333490.66280239954,21705.287414607083,3429.9521484829697
570,40218.976400838896,299177.35822580266,2674.65848195676,4240.730882415546
780,41457.319962655405,62185.97994398311,1204.2959893282723,40549.27006882708
1226,66533.0509272453,1075338.2549539423,548.9627410382955,21141.242337829808
1375,15735.707182081704,39253.10607985273,9372.529462735003,23388.262310456474
523,21752.559523540225,723704.402105506,12565.062094390194,1659.922441555589
1019,102644.5651753072,153966.8477629608,4665.057367360438,27146.701804249802
419,18471.01980548568,802295.8716669648,11384.218817479401,7868.622735236733
372,39517.00944041375,59275.51416062062,12481.295737250344,4573.909325442268
182,60640.497524416096,531765.4224764196,27386.47790278316,12861.48857600413
409,474785.8107420586,712178.716113088,670.736121245226,25904.997266410886
159,28572.265589212355,502589.4747034209,2135.5432925579667,22620.297567470567
526,27938.933625399197,192651.9517095976,709.8698798451364,33108.78041738281
1253,92444.55587376935,138666.83381065403,20249.073978769546,39493.90146312295
294,81866.95561231232,547085.194413298,15730.440759109537,4079.534022791366
1919,65666.30137035948,98499.45205553921,8548.24277725867,8271.014058042676
1746,31109.2453058773,957221.886132105,873.7152552752933,221.04887014046204
1582,19573.60740301915,29360.41110452872,3192.585480456756,31719.399211229316
659,46917.93268024088,244736.16215275804,3534.2287772658883,2518.686752263359
206,104463.80438699902,481448.279857844,8226.710620301576,29650.546643216603
497,107612.42310289778,187362.22797257506,2984.65193948278,5993.45309476393
503,5742.399266895751,91845.30262942787,757.5841760378007,6886.159255963284
1583,27961.442973745437,533750.9437184427,13121.606533238739,598.7775182095094
565,31248.44795239305,575190.8163470844,3553.6182310996537,5937.447917904863
40,189969.0302864401,959998.663074346,6021.630300385224,32887.63288568613
1274,56659.878480691,176951.07962823112,1365.8362879870913,388.1910404532547
1069,26148.825489507028,264648.5533796078,16222.612987038654,7821.411196011938
22,1320.1704151206445,169195.23032342375,8336.327015803356,478.54750237680736
101,41664.75328147781,111438.5114815231,23185.68410488838,6952.5343350957155
1301,5050.498298479085,521413.0375998398,6841.310742068073,2842.742172336062
662,89924.0878674654,155620.52831054872,28374.587640160615,4359.6646987381155
1528,69821.00480298595,209579.09398561926,22244.04466052574,31506.714267410403
1688,30856.473647092702,193862.70279294558,8591.069794395336,8591.824528478532
680,28036.763926461106,467660.0103381063,27164.872654912793,4798.905811554757
834,113816.13228087823,936955.0380012223,3902.1510372416114,13349.7856140408
1536,17016.066272689957,412080.19070924266,4551.420716270663,2299.1377361196082
37,14318.810413635061,239200.78870721319,465.44536351371386,4504.24917647824
507,140006.16338204502,566445.4235346661,8896.510082423732,11853.066214515244
1893,82838.48916929656,384132.3812200326,12798.607132186577,4067.7448466146116
1117,85913.99993858332,128870.99990787498,14850.950627791231,17050.682563167895
100,10857.68968136699,37707.69333722355,1623.028187879688,10144.094384081533
1368,7733.140047082519,14495.435745538478,5872.731269478095,22175.425705458518
1659,1318.7157210557816,228865.409549036,1946.3288566858143,44418.378937603375
1617,13527.582571503288,655446.7511041267,10850.862262535633,1846.1629093530696
607,74403.17594138742,140828.27090067786,1719.1157605748833,6111.969311681226
946,13724.369899248282,181788.1450320083,23451.13583960572,5774.993366522347
1208,65300.882551176146,900807.1927689759,2621.8931913115616,2458.6735286716885
586,14511.483432209458,680029.8350740483,3444.6728481758582,24934.919108589143
1928,25150.520277327043,410163.1411963847,19031.804601962845,21399.166252098814
939,204206.71299507882,306310.0694926182,6133.523992712592,9937.10114271567
453,14039.409914060678,46678.89702894283,242.88538684304157,11575.41538475048
970,23609.952053844954,35414.92808076743,6823.778806043236,920.8584255174511
1132,17911.463311115444,42442.74359316872,883.3225119285833,12162.32647249868
235,5805.627066527015,129807.74056232598,42229.54509323588,23505.846747162264
1510,33656.85051764613,300935.0805930551,8870.027683828188,12793.668866389742
1198,23796.309719731602,35694.46457959741,2964.3038440199794,4624.525451443821
1334,59353.66802088891,89030.50203133337,8294.657212129414,16518.909140681273
759,85076.16528449033,127614.2479267355,799.820715088469,6729.232245362206
1744,39290.511948702835,374858.8806096124,16088.945814092232,11807.691040930693
519,1636.3063837575648,358712.0541273942,25946.508111184627,10028.731713127028
154,48237.60676037488,300079.0349129706,20750.06496696527,7198.991428249776
1097,2849.1953956346993,108131.57336366951,4181.82029929628,19034.497056414493
1448,47902.05416117097,173930.3731855753,3941.811910992565,32296.46486490684
280,57763.88608608277,86645.82912912415,357.17970589887324,78.3922656800928
1128,11017.848597859376,96292.00418495228,10538.311748724107,40684.60555562082
236,85558.62513054346,854961.2613724577,7655.131291730728,10746.701891948784
1669,121003.79507804856,1461272.961018604,6149.76447927812,18096.230793189214
742,83855.59095166274,391184.0566730667,23819.6334925698,29030.07289302276
