Event_ID,Mean_Loss,Exposure,SD_C,SD_I
1309,346.67840572947983,650395.3180478496,12685.813278826163,3329.0260346525406
1927,107849.59040600434,323196.70466809865,43128.2580692286,22413.727945986335
910,71772.50715583433,208861.34611119283,12908.009856434792,17150.217957961388
282,3342.857063193543,384430.2239491841,32499.35424599895,38833.642868654555
1750,109301.07697589362,292641.5834988357,3935.5710838595674,4250.940995508021
36,17799.20949422697,2068199.4568378585,11517.700102528166,39559.361191224605
1005,21630.12497263321,359892.3481170885,10972.381501358876,18113.329406172932
857,6872.708427077501,874968.6907044253,63725.61233280818,6500.557887609459
1822,53506.95221050111,577012.1692940302,3203.093146776504,6711.38883757494
1131,48272.066947204905,342935.1831764367,2127.7014048141496,10393.322241285903
296,29851.179631077375,337438.19330765656,13242.671897836692,12944.856825571569
759,12938.048745623591,219651.2672825852,3544.885609471621,1808.2730613428128
414,127391.05989522308,191086.58984283463,14270.308270743653,38748.25427290128
1277,146337.11646181214,752460.1229661898,50304.41600658848,2721.308558236519
1373,54445.27251004759,1313651.175405938,40994.599728090965,13872.647149129256
795,19600.840528363256,129067.47498199454,3679.1760695261573,10139.5301802454
800,7073.337606583934,1364626.0146694425,2623.741390889907,15078.595009011739
1065,142035.90507703315,213053.85761554973,11517.270285954235,45877.579977035464
1190,7068.8966894396735,396475.22278116795,12372.760087368191,94876.38979427861
1528,928.7365678177529,221034.6760525136,15196.293188769348,430.072787869117
1932,44361.958997907706,66542.93849686156,18939.542763178742,10492.041350416062
1499,91983.6346742715,137975.45201140724,12861.616278257583,35733.829704311705
1885,42814.47848381102,238704.97820448386,1659.075959826247,8303.821038610089
1484,3694.5473129944444,25463.163433107125,21859.603810053068,21988.514648578745
1785,81989.38301239772,122984.07451859658,1159.9972603570016,102086.26520654508
1654,71970.62825211193,107955.94237816789,282.73342022360777,21853.430021073043
1263,80095.83089598265,120143.74634397398,20554.67360138866,2475.3401307565505
286,16607.194387186657,87335.01218835035,11128.098435901276,38872.59961882201
297,111171.0593232603,452047.12135473255,16790.03929892896,71419.3313140141
250,45662.97068203546,898880.1200763487,6754.675420417792,26177.79592360921
1387,53804.1968543658,112856.38353381364,156.16263603306197,11405.55654911145
905,55249.86060630025,82874.79090945038,5627.918275164767,62248.97709801821
812,23660.16930567532,686456.2276266438,13115.738729217992,72661.18739282574
1360,20150.262595551463,30225.393893327193,3581.197887063442,57438.47923292271
1345,334.4267290040289,695555.9951107162,16297.75212727536,11145.131744241118
